stp2loop16-63um-in-loop1pts-10um-25deg-250rpm05/12/202208:50:59	
Time (seconds)	Raw Heat Rate (uJ / s)
1462	-96,40606217
1463	-96,40485804
1464	-96,4034254
1465	-96,40181278
1466	-96,40011493
1467	-96,39837386
1468	-96,3967143
1469	-96,3952389
1470	-96,39404028
1471	-96,3931958
1472	-96,3927073
1473	-96,3924666
1474	-96,39238159
1475	-96,39241079
1476	-96,39247007
1477	-96,39247924
1478	-96,3924029
1479	-96,39232823
1480	-96,3922254
1481	-96,39200928
1482	-96,39165476
1483	-96,39105981
1484	-96,39017121
1485	-96,38904212
1486	-96,38769288
1487	-96,38617697
1488	-96,3845487
1489	-96,38288615
1490	-96,38127735
1491	-96,37977602
1492	-96,37841738
1493	-96,37729738
1494	-96,37646492
1495	-96,37588865
1496	-96,37557878
1497	-96,37552892
1498	-96,3757209
1499	-96,37623787
1500	-96,37708032
1501	-96,37806617
1502	-96,37898071
1503	-96,3796702
1504	-96,38002318
1505	-96,37992659
1506	-96,37940313
1507	-96,37848962
1508	-96,37714465
1509	-96,37544523
1510	-96,37351185
1511	-96,3714099
1512	-96,36929966
1513	-96,36721553
1514	-96,36511328
1515	-96,36303248
1516	-96,36111501
1517	-96,35948106
1518	-96,35821457
1519	-96,35735978
1520	-96,35693954
1521	-96,35693878
1522	-96,35740044
1523	-96,35846326
1524	-96,36006149
1525	-96,36206136
1526	-96,3643884
1527	-96,36686379
1528	-96,36929487
1529	-96,37153203
1530	-96,37346214
1531	-96,37508532
1532	-96,37650654
1533	-96,37774629
1534	-96,37872426
1535	-96,37939516
1536	-96,37973455
1537	-96,37967358
1538	-96,37903501
1539	-96,37769932
1540	-96,37560703
1541	-96,37273801
1542	-96,36916533
1543	-96,36499475
1544	-96,36037753
1545	-96,35540372
1546	-96,34999096
1547	-96,3441486
1548	-96,33803909
1549	-96,33184047
1550	-96,32569575
1551	-96,31967866
1552	-96,31377463
1553	-96,30801004
1554	-96,30241056
1555	-96,29705848
1556	-96,29204211
1557	-96,28748574
1558	-96,28358295
1559	-96,28033993
1560	-96,27760099
1561	-96,27521877
1562	-96,27297249
1563	-96,27059619
1564	-96,2681035
1565	-96,26555687
1566	-96,26287529
1567	-96,25996784
1568	-96,25679522
1569	-96,25330539
1570	-96,24952032
1571	-96,24541376
1572	-96,24074103
1573	-96,23536963
1574	-96,22933679
1575	-96,2227518
1576	-96,21588349
1577	-96,20909988
1578	-96,20275613
1579	-96,1968862
1580	-96,19142347
1581	-96,18631501
1582	-96,18150852
1583	-96,17692761
1584	-96,17269512
1585	-96,16882156
1586	-96,16523513
1587	-96,16207878
1588	-96,15946351
1589	-96,15745212
1590	-96,15610193
1591	-96,15535971
1592	-96,1549677
1593	-96,15451755
1594	-96,15374326
1595	-96,15248348
1596	-96,1507287
1597	-96,14863474
1598	-96,14634449
1599	-96,14395779
1600	-96,14153932
1601	-96,13911315
1602	-96,13663235
1603	-96,13398506
1604	-96,13098979
1605	-96,12759422
1606	-96,12385444
1607	-96,11990648
1608	-96,1159912
1609	-96,11228808
1610	-96,10894104
1611	-96,1060453
1612	-96,10352013
1613	-96,10133019
1614	-96,09935229
1615	-96,09745046
1616	-96,09564339
1617	-96,09396022
1618	-96,09239547
1619	-96,09093825
1620	-96,08952171
1621	-96,08810702
1622	-96,08669339
1623	-96,08524148
1624	-96,08367854
1625	-96,08192241
1626	-96,08000441
1627	-96,07805963
1628	-96,07616517
1629	-96,07442215
1630	-96,0729708
1631	-96,07179526
1632	-96,07084725
1633	-96,07007973
1634	-96,06952307
1635	-96,06923878
1636	-96,0692005
1637	-96,06933215
1638	-96,06958793
1639	-96,06993324
1640	-96,07032018
1641	-96,07062431
1642	-96,07074663
1643	-96,07064707
1644	-96,07020404
1645	-96,06935584
1646	-96,0680628
1647	-96,0663072
1648	-96,06425706
1649	-96,06204053
1650	-96,05965597
1651	-96,05712132
1652	-96,05447016
1653	-96,05171612
1654	-96,04892659
1655	-96,04617951
1656	-96,04358253
1657	-96,04132192
1658	-96,0394906
1659	-96,038128
1660	-96,03714156
1661	-96,03647196
1662	-96,03607124
1663	-96,03587192
1664	-96,03582647
1665	-96,0359665
1666	-96,03631239
1667	-96,03683129
1668	-96,03751982
1669	-96,03829991
1670	-96,03910218
1671	-96,03985933
1672	-96,04045292
1673	-96,04082294
1674	-96,04094497
1675	-96,04089059
1676	-96,04085423
1677	-96,04092377
1678	-96,04100052
1679	-96,04097831
1680	-96,04078359
1681	-96,0404084
1682	-96,03989475
1683	-96,03929118
1684	-96,03870513
1685	-96,03819456
1686	-96,03776006
1687	-96,03736434
1688	-96,03691294
1689	-96,03637796
1690	-96,03572643
1691	-96,03488934
1692	-96,03389107
1693	-96,03273933
1694	-96,03143503
1695	-96,02998354
1696	-96,02836581
1697	-96,02659645
1698	-96,02464323
1699	-96,02247231
1700	-96,02014329
1701	-96,01770444
1702	-96,01510203
1703	-96,01242311
1704	-96,00979522
1705	-96,0073102
1706	-96,00498875
1707	-96,00280501
1708	-96,00075227
1709	-95,99880289
1710	-95,99694901
1711	-95,99520892
1712	-95,99355773
1713	-95,99203163
1714	-95,99065644
1715	-95,98937293
1716	-95,98812834
1717	-95,9869568
1718	-95,98569572
1719	-95,98419001
1720	-95,9824268
1721	-95,98038409
1722	-95,97806079
1723	-95,97553735
1724	-95,97293215
1725	-95,97033626
1726	-95,96778903
1727	-95,96528311
1728	-95,962766
1729	-95,96022172
1730	-95,95761119
1731	-95,9549222
1732	-95,95218372
1733	-95,94949974
1734	-95,94693349
1735	-95,94449575
1736	-95,94222149
1737	-95,94010849
1738	-95,93814182
1739	-95,93633341
1740	-95,93469304
1741	-95,93320733
1742	-95,93188113
1743	-95,93073832
1744	-95,92969858
1745	-95,92875295
1746	-95,92796668
1747	-95,92736271
1748	-95,92699246
1749	-95,92692121
1750	-95,92711386
1751	-95,9275085
1752	-95,92812529
1753	-95,92893796
1754	-95,92984814
1755	-95,93081717
1756	-95,93182221
1757	-95,93282451
1758	-95,93378876
1759	-95,93473806
1760	-95,93568674
1761	-95,93667071
1762	-95,93765903
1763	-95,93855546
1764	-95,9391987
1765	-95,93944927
1766	-95,9392685
1767	-95,93862603
1768	-95,93748934
1769	-95,93585525
1770	-95,9337722
1771	-95,93134334
1772	-95,92864831
1773	-95,92582386
1774	-95,92297165
1775	-95,92014909
1776	-95,9173116
1777	-95,91445022
1778	-95,91163634
1779	-95,9090525
1780	-95,90679587
1781	-95,90489954
1782	-95,90340798
1783	-95,90236561
1784	-95,90178215
1785	-95,90153734
1786	-95,90149123
1787	-95,9015846
1788	-95,90167283
1789	-95,9017245
1790	-95,9017795
1791	-95,90180585
1792	-95,90172291
1793	-95,90146418
1794	-95,90090949
1795	-95,90012273
1796	-95,89917434
1797	-95,89801941
1798	-95,89662219
1799	-95,89495326
1800	-95,89296839
1801	-95,89056929
1802	-95,88768643
1803	-95,8843246
1804	-95,88052317
1805	-95,8763605
1806	-95,87197015
1807	-95,86759315
1808	-95,8634109
1809	-95,8594912
1810	-95,85572797
1811	-95,85201719
1812	-95,84829295
1813	-95,84446504
1814	-95,8405308
1815	-95,83662314
1816	-95,83285416
1817	-95,82925115
1818	-95,82581131
1819	-95,82236365
1820	-95,81874873
1821	-95,81492761
1822	-95,81081424
1823	-95,80639383
1824	-95,80170311
1825	-95,79686317
1826	-95,79195593
1827	-95,78704537
1828	-95,78225333
1829	-95,7776208
1830	-95,77307836
1831	-95,76864021
1832	-95,76436204
1833	-95,7602761
1834	-95,75648474
1835	-95,75299775
1836	-95,74984353
1837	-95,747095
1838	-95,7447544
1839	-95,74274761
1840	-95,74091719
1841	-95,73911111
1842	-95,73727578
1843	-95,73543404
1844	-95,73358782
1845	-95,73170495
1846	-95,72978268
1847	-95,72784012
1848	-95,72582404
1849	-95,72369228
1850	-95,72148301
1851	-95,71905437
1852	-95,71626348
1853	-95,7130032
1854	-95,70923414
1855	-95,70500702
1856	-95,70049191
1857	-95,69591057
1858	-95,69133182
1859	-95,68685505
1860	-95,68262065
1861	-95,67867016
1862	-95,67497252
1863	-95,67153196
1864	-95,6683852
1865	-95,66550165
1866	-95,6629092
1867	-95,66061886
1868	-95,6586032
1869	-95,65690884
1870	-95,65562721
1871	-95,65474616
1872	-95,65412881
1873	-95,65370578
1874	-95,65342969
1875	-95,65323853
1876	-95,6530386
1877	-95,65279446
1878	-95,65252541
1879	-95,65223704
1880	-95,65195444
1881	-95,6517578
1882	-95,65177279
1883	-95,65206599
1884	-95,65258496
1885	-95,65321732
1886	-95,65389248
1887	-95,65456485
1888	-95,65518824
1889	-95,65574444
1890	-95,65624633
1891	-95,65674579
1892	-95,65721547
1893	-95,65760895
1894	-95,65782606
1895	-95,65778068
1896	-95,65738311
1897	-95,65642791
1898	-95,6548249
1899	-95,65262254
1900	-95,64977283
1901	-95,64625389
1902	-95,642198
1903	-95,63771381
1904	-95,63291633
1905	-95,6278761
1906	-95,62261804
1907	-95,61722338
1908	-95,61180487
1909	-95,60644968
1910	-95,601212
1911	-95,59611196
1912	-95,59121143
1913	-95,58649183
1914	-95,58187361
1915	-95,57747633
1916	-95,57338843
1917	-95,56960185
1918	-95,56606958
1919	-95,56265826
1920	-95,55926358
1921	-95,55583428
1922	-95,55235976
1923	-95,5487847
1924	-95,54520758
1925	-95,54174069
1926	-95,53846219
1927	-95,53545503
1928	-95,53274639
1929	-95,53037022
1930	-95,52828194
1931	-95,5264601
1932	-95,5248412
1933	-95,52341954
1934	-95,52221708
1935	-95,52127278
1936	-95,52058629
1937	-95,52010203
1938	-95,51982959
1939	-95,51970918
1940	-95,51959509
1941	-95,51934131
1942	-95,51880287
1943	-95,51795611
1944	-95,51682582
1945	-95,51538774
1946	-95,51361264
1947	-95,51155835
1948	-95,50921193
1949	-95,50649063
1950	-95,50336056
1951	-95,49987234
1952	-95,49614975
1953	-95,49227527
1954	-95,48823839
1955	-95,48406168
1956	-95,47982292
1957	-95,47564661
1958	-95,47166497
1959	-95,46796641
1960	-95,46466488
1961	-95,46173777
1962	-95,45900036
1963	-95,4564766
1964	-95,45427912
1965	-95,45246425
1966	-95,45107315
1967	-95,45007873
1968	-95,44935708
1969	-95,44876444
1970	-95,44822767
1971	-95,44757509
1972	-95,44658646
1973	-95,44518255
1974	-95,44337148
1975	-95,44125126
1976	-95,43891721
1977	-95,43639651
1978	-95,43360415
1979	-95,43048701
1980	-95,42701889
1981	-95,42313555
1982	-95,41884077
1983	-95,41422883
1984	-95,40940783
1985	-95,40452964
1986	-95,39986075
1987	-95,39563897
1988	-95,39186841
1989	-95,38846574
1990	-95,3852887
1991	-95,38231961
1992	-95,379561
1993	-95,37689783
1994	-95,37426685
1995	-95,37171362
1996	-95,36924577
1997	-95,36683683
1998	-95,36450972
1999	-95,36230443
2000	-95,36012923
2001	-95,35787329
2002	-95,35543848
2003	-95,35282792
2004	-95,35009039
2005	-95,34732515
2006	-95,34460174
2007	-95,34198594
2008	-95,33967583
2009	-95,33776876
2010	-95,33607961
2011	-95,33445068
2012	-95,33267339
2013	-95,3305775
2014	-95,32826635
2015	-95,32586289
2016	-95,32344963
2017	-95,32106532
2018	-95,31868911
2019	-95,3162362
2020	-95,31361572
2021	-95,3107557
2022	-95,30765504
2023	-95,30434045
2024	-95,30089459
2025	-95,29751276
2026	-95,29439394
2027	-95,29170176
2028	-95,2895013
2029	-95,28764757
2030	-95,28601845
2031	-95,28456797
2032	-95,28326867
2033	-95,28204114
2034	-95,28082871
2035	-95,27955015
2036	-95,27818531
2037	-95,27679378
2038	-95,27532999
2039	-95,27367402
2040	-95,27176179
2041	-95,26954715
2042	-95,26700553
2043	-95,26424192
2044	-95,26134691
2045	-95,25836031
2046	-95,25534264
2047	-95,25239545
2048	-95,24967255
2049	-95,24733494
2050	-95,24548016
2051	-95,24414374
2052	-95,24323841
2053	-95,2426477
2054	-95,24233594
2055	-95,24229338
2056	-95,24251462
2057	-95,2430439
2058	-95,243793
2059	-95,24467765
2060	-95,24563662
2061	-95,24651276
2062	-95,24712593
2063	-95,24738149
2064	-95,24723532
2065	-95,2466563
2066	-95,24555601
2067	-95,24396551
2068	-95,24203113
2069	-95,23982291
2070	-95,23734005
2071	-95,23457451
2072	-95,2315661
2073	-95,22832909
2074	-95,22486091
2075	-95,22125956
2076	-95,21760483
2077	-95,21398882
2078	-95,21047261
2079	-95,20704017
2080	-95,2036825
2081	-95,200465
2082	-95,19742991
2083	-95,19459079
2084	-95,19195889
2085	-95,18944875
2086	-95,1870054
2087	-95,18455367
2088	-95,18209632
2089	-95,17971886
2090	-95,17747181
2091	-95,17539244
2092	-95,17347031
2093	-95,17166572
2094	-95,16995416
2095	-95,16825059
2096	-95,16641533
2097	-95,16436301
2098	-95,16198022
2099	-95,15921656
2100	-95,15619819
2101	-95,15306393
2102	-95,14988173
2103	-95,14659643
2104	-95,14307767
2105	-95,13929846
2106	-95,13525197
2107	-95,13093712
2108	-95,12642059
2109	-95,12182451
2110	-95,11722443
2111	-95,11273351
2112	-95,1084396
2113	-95,10437144
2114	-95,10050513
2115	-95,09674495
2116	-95,09300304
2117	-95,08930533
2118	-95,08577263
2119	-95,0825127
2120	-95,07945527
2121	-95,07649475
2122	-95,0736084
2123	-95,07064878
2124	-95,06749732
2125	-95,06425787
2126	-95,06103097
2127	-95,05786858
2128	-95,05486545
2129	-95,05212298
2130	-95,04975937
2131	-95,04778328
2132	-95,04609444
2133	-95,04458741
2134	-95,04311306
2135	-95,04155174
2136	-95,03993463
2137	-95,03833802
2138	-95,03690958
2139	-95,03572486
2140	-95,03481118
2141	-95,03409086
2142	-95,03339097
2143	-95,03262092
2144	-95,03174333
2145	-95,0306873
2146	-95,02942987
2147	-95,0280268
2148	-95,02652559
2149	-95,02501806
2150	-95,02358044
2151	-95,02222636
2152	-95,02082841
2153	-95,01931693
2154	-95,01772271
2155	-95,01600098
2156	-95,01421069
2157	-95,0125123
2158	-95,01095742
2159	-95,00951533
2160	-95,00821852
2161	-95,00718764
2162	-95,00647362
2163	-95,00606825
2164	-95,00594998
2165	-95,00613752
2166	-95,00661223
2167	-95,00742093
2168	-95,00852058
2169	-95,00969952
2170	-95,01081006
2171	-95,01177875
2172	-95,01251642
2173	-95,01306414
2174	-95,01346913
2175	-95,01362088
2176	-95,01335127
2177	-95,01260874
2178	-95,01139503
2179	-95,00971144
2180	-95,00758335
2181	-95,00505853
2182	-95,00214087
2183	-94,99890701
2184	-94,99560635
2185	-94,99244336
2186	-94,98943736
2187	-94,98653016
2188	-94,9835526
2189	-94,98039503
2190	-94,97713605
2191	-94,97379869
2192	-94,97035933
2193	-94,96692524
2194	-94,96364066
2195	-94,9605935
2196	-94,95780248
2197	-94,95525143
2198	-94,95284317
2199	-94,95043599
2200	-94,94787409
2201	-94,94513645
2202	-94,94230363
2203	-94,93949403
2204	-94,93684838
2205	-94,93441761
2206	-94,9322271
2207	-94,93019982
2208	-94,92817807
2209	-94,92603023
2210	-94,92371837
2211	-94,92126755
2212	-94,91871037
2213	-94,91610094
2214	-94,91345704
2215	-94,91073345
2216	-94,90790753
2217	-94,90501993
2218	-94,90212041
2219	-94,89922804
2220	-94,89632319
2221	-94,89344027
2222	-94,8906515
2223	-94,88796362
2224	-94,88544011
2225	-94,88308717
2226	-94,88080341
2227	-94,87855436
2228	-94,87633654
2229	-94,87406329
2230	-94,87172813
2231	-94,86933175
2232	-94,86671137
2233	-94,86374739
2234	-94,86036079
2235	-94,85651638
2236	-94,85229416
2237	-94,84782896
2238	-94,84316638
2239	-94,8382617
2240	-94,83310724
2241	-94,82784928
2242	-94,82266156
2243	-94,81761311
2244	-94,81280873
2245	-94,80833566
2246	-94,80413804
2247	-94,80023203
2248	-94,79659753
2249	-94,79323496
2250	-94,7902312
2251	-94,78763528
2252	-94,78538461
2253	-94,78349569
2254	-94,78195875
2255	-94,78067453
2256	-94,77951949
2257	-94,77835912
2258	-94,77715991
2259	-94,77586795
2260	-94,77447121
2261	-94,77301603
2262	-94,77154659
2263	-94,77010223
2264	-94,76864305
2265	-94,76710877
2266	-94,7653919
2267	-94,76345418
2268	-94,7612991
2269	-94,75892341
2270	-94,75639287
2271	-94,75373115
2272	-94,75097515
2273	-94,74810383
2274	-94,74516088
2275	-94,7421959
2276	-94,73923673
2277	-94,73631739
2278	-94,73353006
2279	-94,73093417
2280	-94,72847064
2281	-94,72609726
2282	-94,72378445
2283	-94,72150331
2284	-94,7193017
2285	-94,71720465
2286	-94,71521669
2287	-94,71326118
2288	-94,71129983
2289	-94,70927991
2290	-94,70711786
2291	-94,70478966
2292	-94,70228746
2293	-94,6995086
2294	-94,6965196
2295	-94,69347661
2296	-94,6904012
2297	-94,68715999
2298	-94,68363358
2299	-94,67984649
2300	-94,67578009
2301	-94,67154407
2302	-94,66735773
2303	-94,66337874
2304	-94,65970154
2305	-94,65635547
2306	-94,6532599
2307	-94,65030097
2308	-94,64749471
2309	-94,64479942
2310	-94,6421286
2311	-94,63950844
2312	-94,63706589
2313	-94,63488818
2314	-94,63298095
2315	-94,63137945
2316	-94,62991522
2317	-94,62838132
2318	-94,62662863
2319	-94,62454687
2320	-94,62215157
2321	-94,61956941
2322	-94,61693083
2323	-94,61428814
2324	-94,61165826
2325	-94,60910172
2326	-94,60668216
2327	-94,60445594
2328	-94,60245737
2329	-94,60062087
2330	-94,59890112
2331	-94,59731406
2332	-94,5958254
2333	-94,5944129
2334	-94,5931169
2335	-94,59194632
2336	-94,59099257
2337	-94,59040555
2338	-94,59027192
2339	-94,59047892
2340	-94,59087427
2341	-94,59135535
2342	-94,59189209
2343	-94,59249823
2344	-94,59314765
2345	-94,59380475
2346	-94,59451088
2347	-94,5953586
2348	-94,59639448
2349	-94,59762034
2350	-94,59899777
2351	-94,60040107
2352	-94,60169171
2353	-94,60281108
2354	-94,60380064
2355	-94,60466943
2356	-94,60540109
2357	-94,60596225
2358	-94,60629108
2359	-94,60643216
2360	-94,60642802
2361	-94,60631434
2362	-94,60607606
2363	-94,60569764
2364	-94,60509869
2365	-94,60430613
2366	-94,60333308
2367	-94,60218955
2368	-94,60085542
2369	-94,59931943
2370	-94,59756562
2371	-94,59563433
2372	-94,59363105
2373	-94,59159429
2374	-94,58941269
2375	-94,58704362
2376	-94,58448961
2377	-94,58175515
2378	-94,57887981
2379	-94,57600841
2380	-94,57319257
2381	-94,57040046
2382	-94,56750441
2383	-94,5644588
2384	-94,56130687
2385	-94,55810519
2386	-94,55481766
2387	-94,55140186
2388	-94,54787489
2389	-94,54432966
2390	-94,54081969
2391	-94,53731682
2392	-94,5338176
2393	-94,53029163
2394	-94,52667854
2395	-94,52293372
2396	-94,51914796
2397	-94,51543411
2398	-94,51174843
2399	-94,5080582
2400	-94,50444155
2401	-94,50088625
2402	-94,4972518
2403	-94,49361851
2404	-94,49007979
2405	-94,4866017
2406	-94,48308489
2407	-94,47947353
2408	-94,47583364
2409	-94,47216944
2410	-94,46858079
2411	-94,46512111
2412	-94,46179761
2413	-94,45867687
2414	-94,45576257
2415	-94,45296264
2416	-94,45031813
2417	-94,44797593
2418	-94,44589579
2419	-94,4439975
2420	-94,44225228
2421	-94,44067487
2422	-94,43917458
2423	-94,43756752
2424	-94,43581894
2425	-94,43377843
2426	-94,43137469
2427	-94,42863489
2428	-94,42556129
2429	-94,42213894
2430	-94,41829472
2431	-94,41401366
2432	-94,40938189
2433	-94,40448022
2434	-94,39934011
2435	-94,39400714
2436	-94,38860148
2437	-94,38328681
