l4at56um-in-pool1pts-25deg-250rpm20/11/202208:07:50;;
Time (seconds);Raw Heat Rate (uJ / s);Raw Heat Rate (ucal / s)
867;-94,86871683;-22,6741675
868;-94,87518229;-22,67571278
869;-94,88177163;-22,67728767
870;-94,88843672;-22,67888067
871;-94,89516508;-22,68048879
872;-94,90190416;-22,68209946
873;-94,90848034;-22,68367121
874;-94,91480743;-22,68518342
875;-94,92070408;-22,68659275
876;-94,9261437;-22,68789285
877;-94,93129079;-22,68912304
878;-94,93658858;-22,69038924
879;-94,94224186;-22,69174041
880;-94,9482015;-22,69316479
881;-94,95440738;-22,69464803
882;-94,96079514;-22,69617475
883;-94,96729487;-22,69772822
884;-94,97382705;-22,69928945
885;-94,98020832;-22,70081461
886;-94,98647732;-22,70231294
887;-94,9927536;-22,703813
888;-94,99906646;-22,70532181
889;-95,00546328;-22,70685069
890;-95,01218112;-22,70845629
891;-95,01932496;-22,71016371
892;-95,02679881;-22,71195
893;-95,03429164;-22,71374083
894;-95,04160268;-22,71548821
895;-95,04884543;-22,71721927
896;-95,05618927;-22,71897449
897;-95,06373868;-22,72077884
898;-95,07125834;-22,72257609
899;-95,0786065;-22,72433234
900;-95,08586753;-22,72606776
901;-95,09291818;-22,72775291
902;-95,09965238;-22,72936242
903;-95,10616216;-22,7309183
904;-95,11266133;-22,73247164
905;-95,11916856;-22,7340269
906;-95,12556375;-22,73555539
907;-95,13187005;-22,73706263
908;-95,13802354;-22,73853335
909;-95,14387526;-22,73993195
910;-95,14924345;-22,74121497
911;-95,15404954;-22,74236366
912;-95,15840014;-22,74340348
913;-95,16258111;-22,74440275
914;-95,16680296;-22,7454118
915;-95,17114791;-22,74645026
916;-95,17561794;-22,74751863
917;-95,18027754;-22,7486323
918;-95,18523113;-22,74981624
919;-95,19043058;-22,75105893
920;-95,1957669;-22,75233435
921;-95,20124228;-22,75364299
922;-95,20678762;-22,75496836
923;-95,2123712;-22,75630287
924;-95,2181638;-22,75768733
925;-95,22425443;-22,75914303
926;-95,2305603;-22,76065017
927;-95,2369848;-22,76218566
928;-95,24335404;-22,76370794
929;-95,24959929;-22,76520059
930;-95,25568425;-22,76665494
931;-95,26166556;-22,7680845
932;-95,26759291;-22,76950117
933;-95,27335822;-22,77087912
934;-95,27886416;-22,77219507
935;-95,28418976;-22,77346791
936;-95,28936797;-22,77470554
937;-95,29453462;-22,7759404
938;-95,29981283;-22,77720192
939;-95,30511053;-22,7784681
940;-95,3104395;-22,77974175
941;-95,315914;-22,78105019
942;-95,32147853;-22,78238015
943;-95,32716768;-22,78373989
944;-95,33300627;-22,78513534
945;-95,33902934;-22,78657489
946;-95,34516788;-22,78804204
947;-95,35128722;-22,78950459
948;-95,35731853;-22,79094611
949;-95,36323746;-22,79236077
950;-95,36906384;-22,79375331
951;-95,3748159;-22,79512808
952;-95,3804162;-22,79646659
953;-95,38590508;-22,79777846
954;-95,39133192;-22,79907551
955;-95,39662539;-22,80034068
956;-95,40168249;-22,80154935
957;-95,40664061;-22,80273437
958;-95,41160339;-22,8039205
959;-95,41652898;-22,80509775
960;-95,42134111;-22,80624788
961;-95,42596912;-22,807354
962;-95,43048601;-22,80843356
963;-95,43495922;-22,80950268
964;-95,43948939;-22,81058542
965;-95,44406453;-22,8116789
966;-95,44880263;-22,81281134
967;-95,45375693;-22,81399544
968;-95,45886787;-22,81521699
969;-95,46412569;-22,81647364
970;-95,46966129;-22,81779668
971;-95,47563667;-22,81922483
972;-95,48199573;-22,82074468
973;-95,4885623;-22,82231412
974;-95,49530365;-22,82392535
975;-95,50227607;-22,82559179
976;-95,50963845;-22,82735145
977;-95,51737545;-22,82920063
978;-95,52541717;-22,83112265
979;-95,53358844;-22,83307563
980;-95,54187432;-22,835056
981;-95,55026747;-22,83706202
982;-95,55877678;-22,83909579
983;-95,56744566;-22,8411677
984;-95,57632645;-22,84329026
985;-95,58529238;-22,84543317
986;-95,59413874;-22,8475475
987;-95,6027323;-22,84960141
988;-95,61105144;-22,85158973
989;-95,6191252;-22,85351941
990;-95,62709974;-22,85542537
991;-95,63504825;-22,85732511
992;-95,64294429;-22,85921231
993;-95,65083834;-22,86109903
994;-95,65878391;-22,86299807
995;-95,66674847;-22,86490164
996;-95,67467027;-22,866795
997;-95,68247752;-22,86866098
998;-95,6900847;-22,87047914
999;-95,69743685;-22,87223634
1000;-95,70456974;-22,87394114
1001;-95,71154794;-22,87560897
1002;-95,71839422;-22,87724527
1003;-95,72517536;-22,878866
1004;-95,73188255;-22,88046906
1005;-95,73833212;-22,88201054
1006;-95,74445206;-22,88347324
1007;-95,75025489;-22,88486016
1008;-95,75571805;-22,88616588
1009;-95,76081751;-22,88738468
1010;-95,76550514;-22,88850505
1011;-95,76976025;-22,88952205
1012;-95,77365171;-22,89045213
1013;-95,7772898;-22,89132165
1014;-95,78075441;-22,89214972
1015;-95,78405181;-22,89293781
1016;-95,78725301;-22,89370292
1017;-95,7904773;-22,89447354
1018;-95,79377985;-22,89526287
1019;-95,79712362;-22,89606205
1020;-95,80047778;-22,89686372
1021;-95,8036935;-22,89763229
1022;-95,80677604;-22,89836903
1023;-95,80984263;-22,89910197
1024;-95,81307393;-22,89987427
1025;-95,81651269;-22,90069615
1026;-95,82013732;-22,90156246
1027;-95,82388633;-22,90245849
1028;-95,82765528;-22,90335929
1029;-95,83136035;-22,90424483
1030;-95,83493266;-22,90509863
1031;-95,83827095;-22,9058965
1032;-95,8413617;-22,9066352
1033;-95,84418815;-22,90731074
1034;-95,84677706;-22,90792951
1035;-95,84913484;-22,90849303
1036;-95,85147908;-22,90905332
1037;-95,85390885;-22,90963405
1038;-95,8563208;-22,91021052
1039;-95,85868257;-22,91077499
1040;-95,86105653;-22,91134238
1041;-95,8634441;-22,91191303
1042;-95,86585961;-22,91249035
1043;-95,86837834;-22,91309234
1044;-95,87089883;-22,91369475
1045;-95,8734833;-22,91431245
1046;-95,87619668;-22,91496097
1047;-95,87896994;-22,91562379
1048;-95,88176902;-22,91629279
1049;-95,88468275;-22,91698918
1050;-95,88779414;-22,91773283
1051;-95,89111492;-22,91852651
1052;-95,89462003;-22,91936425
1053;-95,89832622;-22,92025005
1054;-95,90224475;-22,9211866
1055;-95,90630734;-22,92215759
1056;-95,91045273;-22,92314836
1057;-95,91461207;-22,92414246
1058;-95,91878805;-22,92514055
1059;-95,9230709;-22,92616417
1060;-95,92746754;-22,927215
1061;-95,93204463;-22,92830895
1062;-95,93668687;-22,92941847
1063;-95,94138965;-22,93054246
1064;-95,94616508;-22,93168381
1065;-95,95103792;-22,93284845
1066;-95,95594436;-22,93402112
1067;-95,96089305;-22,93520388
1068;-95,96607986;-22,93644356
1069;-95,97149672;-22,93773822
1070;-95,97705538;-22,93906677
1071;-95,98283296;-22,94044765
1072;-95,98882091;-22,9418788
1073;-95,99488916;-22,94332915
1074;-96,00104003;-22,94479924
1075;-96,00712952;-22,94625466
1076;-96,01304311;-22,94766805
1077;-96,01900789;-22,94909366
1078;-96,02515743;-22,95056344
1079;-96,03155231;-22,95209185
1080;-96,03815134;-22,95366906
1081;-96,04499981;-22,95530588
1082;-96,05202579;-22,95698513
1083;-96,05890651;-22,95862966
1084;-96,06547219;-22,9601989
1085;-96,07189428;-22,96173381
1086;-96,07816713;-22,96323306
1087;-96,08448473;-22,96474301
1088;-96,09102633;-22,96630648
1089;-96,09768923;-22,96789896
1090;-96,10458861;-22,96954795
1091;-96,11169873;-22,97124731
1092;-96,11884482;-22,97295526
1093;-96,12596833;-22,97465782
1094;-96,13296422;-22,97632988
1095;-96,13974753;-22,97795113
1096;-96,14629407;-22,97951579
1097;-96,15255991;-22,98101336
1098;-96,15854355;-22,98244349
1099;-96,16428946;-22,98381679
1100;-96,16978797;-22,98513097
1101;-96,17507025;-22,98639346
1102;-96,18002777;-22,98757834
1103;-96,1845928;-22,98866941
1104;-96,1889038;-22,98969976
1105;-96,19299227;-22,99067693
1106;-96,19692201;-22,99161616
1107;-96,20081323;-22,99254618
1108;-96,20466522;-22,99346683
1109;-96,20836368;-22,99435078
1110;-96,21192983;-22,99520311
1111;-96,21528831;-22,99600581
1112;-96,21852542;-22,9967795
1113;-96,22182902;-22,99756908
1114;-96,22534646;-22,99840977
1115;-96,22909692;-22,99930615
1116;-96,23299538;-23,0002379
1117;-96,23709764;-23,00121836
1118;-96,24129472;-23,00222149
1119;-96,24544595;-23,00321366
1120;-96,24948644;-23,00417936
1121;-96,25340498;-23,00511591
1122;-96,25726176;-23,00603771
1123;-96,26101902;-23,00693571
1124;-96,26473491;-23,00782383
1125;-96,26849465;-23,00872243
1126;-96,27241948;-23,00966049
1127;-96,27652435;-23,01064158
1128;-96,28082839;-23,01167027
1129;-96,28523909;-23,01272445
1130;-96,28955994;-23,01375715
1131;-96,29383887;-23,01477984
1132;-96,29803729;-23,01578329
1133;-96,30219104;-23,01677606
1134;-96,30638019;-23,01777729
1135;-96,3105938;-23,01878437
1136;-96,31478728;-23,01978663
1137;-96,31888237;-23,02076539
1138;-96,32298433;-23,02174578
1139;-96,32720042;-23,02275345
1140;-96,33149276;-23,02377934
1141;-96,33569144;-23,02478285
1142;-96,3396664;-23,02573289
1143;-96,34332341;-23,02660693
1144;-96,34672193;-23,0274192
1145;-96,34997689;-23,02819715
1146;-96,35309477;-23,02894234
1147;-96,3560837;-23,02965672
1148;-96,35903428;-23,03036192
1149;-96,36198143;-23,03106631
1150;-96,36505618;-23,03180119
1151;-96,36840632;-23,03260189
1152;-96,3719464;-23,03344799
1153;-96,37561851;-23,03432565
1154;-96,3793743;-23,0352233
1155;-96,38311617;-23,03611763
1156;-96,38680958;-23,03700038
1157;-96,39048484;-23,03787878
1158;-96,394184;-23,03876291
1159;-96,39786795;-23,03964339
1160;-96,40153818;-23,0405206
1161;-96,40527422;-23,04141353
1162;-96,40907981;-23,04232309
1163;-96,41294495;-23,04324688
1164;-96,41686094;-23,04418282
1165;-96,42068502;-23,0450968
1166;-96,42431362;-23,04596406
1167;-96,42781461;-23,04680082
1168;-96,43119998;-23,04760994
1169;-96,43444683;-23,04838595
1170;-96,43768582;-23,04916009
1171;-96,44101385;-23,04995551
1172;-96,44442334;-23,0507704
1173;-96,44779762;-23,05157687
1174;-96,45114608;-23,05237717
1175;-96,45447454;-23,05317269
1176;-96,45768519;-23,05394005
1177;-96,46080411;-23,05468549
1178;-96,46389449;-23,05542411
1179;-96,46701561;-23,05617008
1180;-96,4702929;-23,05695337
1181;-96,47376787;-23,05778391
1182;-96,47746844;-23,05866836
1183;-96,48130867;-23,0595862
1184;-96,48527279;-23,06053365
1185;-96,48925857;-23,06148627
1186;-96,4932016;-23,06242868
1187;-96,49713225;-23,06336813
1188;-96,50113755;-23,06432542
1189;-96,50530436;-23,06532131
1190;-96,50963089;-23,06635538
1191;-96,51407436;-23,06741739
1192;-96,51849329;-23,06847354
1193;-96,52276305;-23,06949404
1194;-96,52681563;-23,07046263
1195;-96,53067125;-23,07138414
1196;-96,53428484;-23,07224781
1197;-96,53762698;-23,0730466
1198;-96,54060746;-23,07375895
1199;-96,54315259;-23,07436725
1200;-96,54536442;-23,07489589
1201;-96,5473841;-23,07537861
1202;-96,54920429;-23,07581364
1203;-96,55086728;-23,07621111
1204;-96,55232834;-23,07656031
1205;-96,55366813;-23,07688053
1206;-96,55499906;-23,07719863
1207;-96,55642921;-23,07754044
1208;-96,55801593;-23,07791968
1209;-96,55974967;-23,07833405
1210;-96,5614871;-23,07874931
1211;-96,56311304;-23,07913792
1212;-96,56456471;-23,07948487
1213;-96,56593596;-23,07981261
1214;-96,56736584;-23,08015436
1215;-96,56882971;-23,08050423
1216;-96,57036218;-23,0808705
1217;-96,57203163;-23,08126951
1218;-96,57384325;-23,0817025
1219;-96,57589355;-23,08219253
1220;-96,57810654;-23,08272145
1221;-96,58039041;-23,08326731
1222;-96,58262542;-23,08380149
1223;-96,58468571;-23,08429391
1224;-96,58663954;-23,08476089
1225;-96,588601;-23,08522968
1226;-96,59069183;-23,08572941
1227;-96,59299131;-23,08627899
1228;-96,59551539;-23,08688226
1229;-96,59828674;-23,08754463
1230;-96,60123607;-23,08824954
1231;-96,60423344;-23,08896593
1232;-96,60720324;-23,08967573
1233;-96,61006292;-23,09035921
1234;-96,61264938;-23,09097739
1235;-96,61492377;-23,09152098
1236;-96,61690886;-23,09199542
1237;-96,6187716;-23,09244063
1238;-96,62067707;-23,09289605
1239;-96,62257542;-23,09334977
1240;-96,62442583;-23,09379202
1241;-96,6262007;-23,09421623
1242;-96,62790682;-23,094624
1243;-96,62954711;-23,09501604
1244;-96,63108895;-23,09538455
1245;-96,63258738;-23,09574268
1246;-96,63407366;-23,09609791
1247;-96,63556762;-23,09645498
1248;-96,63715031;-23,09683325
1249;-96,63883434;-23,09723574
1250;-96,640654;-23,09767065
1251;-96,64267573;-23,09815386
1252;-96,64486542;-23,0986772
1253;-96,64704923;-23,09919915
1254;-96,64917797;-23,09970793
1255;-96,65130316;-23,10021586
1256;-96,65346521;-23,1007326
1257;-96,65573664;-23,10127549
1258;-96,65815875;-23,10185439
1259;-96,66067359;-23,10245545
1260;-96,66324993;-23,10307121
1261;-96,665864;-23,10369598
1262;-96,66851904;-23,10433055
1263;-96,67120594;-23,10497274
1264;-96,6739501;-23,10562861
1265;-96,67684006;-23,10631933
1266;-96,6797387;-23,10701212
1267;-96,68255941;-23,10768628
1268;-96,68537663;-23,10835961
1269;-96,68827014;-23,10905118
1270;-96,69118592;-23,10974807
1271;-96,694133;-23,11045244
1272;-96,69698074;-23,11113306
1273;-96,69976137;-23,11179765
1274;-96,7025435;-23,1124626
1275;-96,7053987;-23,113145
1276;-96,70836177;-23,11385319
1277;-96,71140676;-23,11458097
1278;-96,71452337;-23,11532585
1279;-96,71759942;-23,11606105
1280;-96,72042313;-23,11673593
1281;-96,72308988;-23,1173733
1282;-96,72561265;-23,11797625
1283;-96,72806078;-23,11856137
1284;-96,73044658;-23,11913159
1285;-96,73275898;-23,11968427
1286;-96,73504151;-23,12022981
1287;-96,73733246;-23,12077736
1288;-96,73959829;-23,1213189
1289;-96,74174744;-23,12183256
1290;-96,74374019;-23,12230884
1291;-96,74556101;-23,12274403
1292;-96,74726528;-23,12315136
1293;-96,74882716;-23,12352466
1294;-96,75034031;-23,12388631
1295;-96,75201684;-23,12428701
1296;-96,7538598;-23,12472749
1297;-96,75582855;-23,12519803
1298;-96,75780171;-23,12566962
1299;-96,75973986;-23,12613285
1300;-96,76171071;-23,1266039
1301;-96,76366694;-23,12707145
1302;-96,76570401;-23,12755832
1303;-96,76780283;-23,12805995
1304;-96,76993343;-23,12856918
1305;-96,7721146;-23,12909049
1306;-96,77439185;-23,12963476
1307;-96,77675841;-23,13020039
1308;-96,77927048;-23,13080078
1309;-96,78196269;-23,13144424
1310;-96,78472245;-23,13210384
1311;-96,78748992;-23,13276528
1312;-96,79018742;-23,13341
1313;-96,79291213;-23,13406122
1314;-96,7956851;-23,13472397
1315;-96,7985081;-23,13539869
1316;-96,80137578;-23,13608408
1317;-96,80415696;-23,1367488
1318;-96,80692995;-23,13741156
1319;-96,80978801;-23,13809465
1320;-96,81268621;-23,13878734
1321;-96,81558156;-23,13947934
1322;-96,81845803;-23,14016683
1323;-96,82120057;-23,14082232
1324;-96,82378029;-23,14143888
1325;-96,82619187;-23,14201527
1326;-96,82842793;-23,1425497
1327;-96,83072658;-23,14309909
1328;-96,83312569;-23,14367249
1329;-96,83552707;-23,14424643
1330;-96,83788172;-23,14480921
1331;-96,84024402;-23,14537381
1332;-96,84259544;-23,14593581
1333;-96,844887;-23,14648351
1334;-96,84717859;-23,14703121
1335;-96,84953184;-23,14759365
1336;-96,85189514;-23,14815849
1337;-96,85430282;-23,14873394
1338;-96,85681585;-23,14933457
1339;-96,85938424;-23,14994843
1340;-96,86205507;-23,15058678
1341;-96,86482559;-23,15124895
1342;-96,86758319;-23,15190803
1343;-96,87027279;-23,15255086
1344;-96,87297519;-23,15319675
1345;-96,87565208;-23,15383654
1346;-96,8782896;-23,15446692
1347;-96,88105726;-23,15512841
1348;-96,88400887;-23,15583386
1349;-96,88710371;-23,15657354
1350;-96,89028683;-23,15733433
1351;-96,89357006;-23,15811904
1352;-96,89684587;-23,15890198
1353;-96,90000098;-23,15965607
1354;-96,90307632;-23,16039109
1355;-96,90612312;-23,16111929
1356;-96,90923095;-23,16186208
1357;-96,91242512;-23,16262551
1358;-96,91568274;-23,1634041
1359;-96,91905467;-23,16421001
1360;-96,92265959;-23,1650716
1361;-96,92649003;-23,1659871
1362;-96,93033404;-23,16690584
1363;-96,933999;-23,16778179
1364;-96,93739078;-23,16859244
1365;-96,94046304;-23,16932673
1366;-96,94327002;-23,16999761
1367;-96,94590558;-23,17062753
1368;-96,94852798;-23,1712543
1369;-96,95121673;-23,17189692
1370;-96,95393714;-23,17254712
1371;-96,95658459;-23,17317987
1372;-96,95917876;-23,17379989
1373;-96,96182388;-23,17443209
1374;-96,96445339;-23,17506056
1375;-96,96698027;-23,1756645
1376;-96,96923491;-23,17620337
1377;-96,9712947;-23,17669567
1378;-96,97325444;-23,17716406
1379;-96,97514861;-23,17761678
1380;-96,97701963;-23,17806397
1381;-96,97886682;-23,17850546
1382;-96,980708;-23,17894551
1383;-96,98253249;-23,17938157
1384;-96,98430708;-23,17980571
1385;-96,98616047;-23,18024868
1386;-96,98821552;-23,18073985
1387;-96,99033549;-23,18124653
1388;-96,99240276;-23,18174062
1389;-96,99439989;-23,18221795
1390;-96,99625256;-23,18266074
1391;-96,99808125;-23,18309781
1392;-96,99987062;-23,18352548
1393;-97,00161189;-23,18394166
1394;-97,0033044;-23,18434618
1395;-97,00501657;-23,18475539
1396;-97,00675753;-23,18517149
1397;-97,00859781;-23,18561133
1398;-97,01055117;-23,18607819
1399;-97,01256808;-23,18656025
1400;-97,01447951;-23,18701709
1401;-97,01620821;-23,18743026
1402;-97,01784346;-23,1878211
1403;-97,01941505;-23,18819671
1404;-97,02098715;-23,18857245
1405;-97,02265836;-23,18897188
1406;-97,02440209;-23,18938865
1407;-97,02624618;-23,18982939
1408;-97,02819887;-23,1902961
1409;-97,0302067;-23,19077598
1410;-97,03212278;-23,19123393
1411;-97,03386675;-23,19165075
1412;-97,0353909;-23,19201503
1413;-97,03668132;-23,19232345
1414;-97,03776605;-23,19258271
1415;-97,03868769;-23,19280298
1416;-97,03950799;-23,19299904
1417;-97,04026491;-23,19317995
1418;-97,04091221;-23,19333466
1419;-97,04137262;-23,1934447
1420;-97,04164062;-23,19350875
1421;-97,0418148;-23,19355038
1422;-97,04194745;-23,19358209
1423;-97,04201327;-23,19359782
1424;-97,04202275;-23,19360008
1425;-97,04204782;-23,19360608
1426;-97,0421875;-23,19363946
1427;-97,04245982;-23,19370454
1428;-97,042896;-23,1938088
1429;-97,04349736;-23,19395252
1430;-97,04419008;-23,19411809
1431;-97,04491307;-23,19429089
1432;-97,04561659;-23,19445903
1433;-97,04631401;-23,19462572
1434;-97,0470759;-23,19480781
1435;-97,04789835;-23,19500438
1436;-97,04868302;-23,19519193
1437;-97,04939581;-23,19536229
1438;-97,05009111;-23,19552847
1439;-97,05082583;-23,19570407
1440;-97,05165258;-23,19590167
1441;-97,05255304;-23,19611688
1442;-97,0535022;-23,19634374
1443;-97,05448287;-23,19657812
1444;-97,05551465;-23,19682472
1445;-97,05664902;-23,19709585
1446;-97,05780877;-23,19737303
1447;-97,05890318;-23,1976346
1448;-97,05995694;-23,19788646
1449;-97,06094548;-23,19812272
1450;-97,06183057;-23,19833427
