1ptspool-77um-stp2l8-25deg-250rpm24/11/202208:29:18	
Time (seconds)	Raw Heat Rate (uJ / s)
23408	-91,7069701
23409	-91,70406784
23410	-91,70267551
23411	-91,7025861
23412	-91,70281711
23413	-91,7020273
23414	-91,69957367
23415	-91,69547102
23416	-91,69016938
23417	-91,68380081
23418	-91,67637048
23419	-91,66834197
23420	-91,66019222
23421	-91,65162156
23422	-91,64241557
23423	-91,63270691
23424	-91,62299027
23425	-91,61362268
23426	-91,60481975
23427	-91,59758949
23428	-91,59308765
23429	-91,5918104
23430	-91,59392695
23431	-91,59890189
23432	-91,60626146
23433	-91,61580609
23434	-91,62683389
23435	-91,63868573
23436	-91,65162524
23437	-91,666119
23438	-91,68233852
23439	-91,70019068
23440	-91,719493
23441	-91,74000797
23442	-91,76085552
23443	-91,78095322
23444	-91,79949827
23445	-91,815821
23446	-91,8300725
23447	-91,84247066
23448	-91,85299112
23449	-91,86223731
23450	-91,87099489
23451	-91,87928199
23452	-91,88676669
23453	-91,89323295
23454	-91,89841315
23455	-91,90192587
23456	-91,9035576
23457	-91,90356378
23458	-91,90237293
23459	-91,9004592
23460	-91,89812939
23461	-91,89565751
23462	-91,89339041
23463	-91,89149413
23464	-91,88978049
23465	-91,88810062
23466	-91,88625712
23467	-91,88429437
23468	-91,88219382
23469	-91,87967543
23470	-91,87670244
23471	-91,87336792
23472	-91,86947742
23473	-91,86505198
23474	-91,86010117
23475	-91,85478581
23476	-91,84912691
23477	-91,84300755
23478	-91,83663866
23479	-91,83030212
23480	-91,82435206
23481	-91,81930712
23482	-91,81522206
23483	-91,81176049
23484	-91,80868878
23485	-91,80602283
23486	-91,80380937
23487	-91,80266196
23488	-91,8028971
23489	-91,80443066
23490	-91,80677968
23491	-91,80957361
23492	-91,81270705
23493	-91,81567197
23494	-91,81787378
23495	-91,81905938
23496	-91,81945049
23497	-91,81938979
23498	-91,81890788
23499	-91,81813136
23500	-91,81697789
23501	-91,81537702
23502	-91,81316293
23503	-91,8103165
23504	-91,80704154
23505	-91,8038659
23506	-91,80128359
23507	-91,79915455
23508	-91,79732362
23509	-91,79588284
23510	-91,79468861
23511	-91,79299451
23512	-91,79041694
23513	-91,78715752
23514	-91,78366042
23515	-91,78061953
23516	-91,77839274
23517	-91,77684498
23518	-91,77575549
23519	-91,77480415
23520	-91,77391465
23521	-91,77299433
23522	-91,77202969
23523	-91,77117842
23524	-91,77046966
23525	-91,76996753
23526	-91,77006012
23527	-91,77088606
23528	-91,77280976
23529	-91,77519186
23530	-91,77676701
23531	-91,77693376
23532	-91,77571958
23533	-91,77327966
23534	-91,77005131
23535	-91,76638619
23536	-91,76215487
23537	-91,7573646
23538	-91,75263309
23539	-91,74846551
23540	-91,74460249
23541	-91,74045123
23542	-91,73583376
23543	-91,73035531
23544	-91,72486878
23545	-91,7205417
23546	-91,71779907
23547	-91,71660798
23548	-91,71690355
23549	-91,71839928
23550	-91,72020181
23551	-91,72199242
23552	-91,72396485
23553	-91,72572987
23554	-91,72712161
23555	-91,72848404
23556	-91,72994891
23557	-91,73133772
23558	-91,73311858
23559	-91,73526435
23560	-91,73726788
23561	-91,73857324
23562	-91,73861732
23563	-91,73743102
23564	-91,73554334
23565	-91,73396777
23566	-91,73321297
23567	-91,73298351
23568	-91,733119
23569	-91,73315618
23570	-91,73269516
23571	-91,73196024
23572	-91,73108177
23573	-91,72954531
23574	-91,72741849
23575	-91,72498829
23576	-91,72257636
23577	-91,72091914
23578	-91,72017961
23579	-91,71990239
23580	-91,71948997
23581	-91,71854797
23582	-91,71729176
23583	-91,71568087
23584	-91,71356385
23585	-91,71130818
23586	-91,70900824
23587	-91,7071104
23588	-91,70646175
23589	-91,70694132
23590	-91,70821615
23591	-91,70993494
23592	-91,71146706
23593	-91,71227673
23594	-91,7122902
23595	-91,71164416
23596	-91,71108782
23597	-91,71134441
23598	-91,7127805
23599	-91,71582738
23600	-91,72011296
23601	-91,7254572
23602	-91,73122945
23603	-91,73587263
23604	-91,73873335
23605	-91,74002492
23606	-91,74019974
23607	-91,73962492
23608	-91,73891285
23609	-91,7388063
23610	-91,73978322
23611	-91,74106348
23612	-91,7416919
23613	-91,74115491
23614	-91,73939847
23615	-91,73686826
23616	-91,7336676
23617	-91,73005395
23618	-91,72654108
23619	-91,72327809
23620	-91,72034251
23621	-91,7178749
23622	-91,71604934
23623	-91,71461464
23624	-91,71292882
23625	-91,71057668
23626	-91,70762152
23627	-91,70462577
23628	-91,70236561
23629	-91,70106456
23630	-91,70043195
23631	-91,70026124
23632	-91,70049931
23633	-91,70165559
23634	-91,70416831
23635	-91,70823042
23636	-91,71328542
23637	-91,71844286
23638	-91,72312678
23639	-91,72718775
23640	-91,73081887
23641	-91,73445645
23642	-91,73808648
23643	-91,74146837
23644	-91,74436684
23645	-91,74686931
23646	-91,7493896
23647	-91,75220127
23648	-91,75523766
23649	-91,75802047
23650	-91,75997389
23651	-91,76128079
23652	-91,76252102
23653	-91,76411784
23654	-91,76624099
23655	-91,76850162
23656	-91,77065416
23657	-91,77312082
23658	-91,77612025
23659	-91,77941163
23660	-91,78273978
23661	-91,78571678
23662	-91,7879362
23663	-91,78927383
23664	-91,79003077
23665	-91,79042069
23666	-91,79066443
23667	-91,79108064
23668	-91,79171637
23669	-91,79251547
23670	-91,7937185
23671	-91,79543521
23672	-91,79695468
23673	-91,79777922
23674	-91,79807812
23675	-91,79815431
23676	-91,79820932
23677	-91,79832233
23678	-91,7982248
23679	-91,79768271
23680	-91,79663655
23681	-91,79538488
23682	-91,79400524
23683	-91,79254815
23684	-91,79107906
23685	-91,78943635
23686	-91,78764335
23687	-91,78598627
23688	-91,7842791
23689	-91,78240047
23690	-91,78033483
23691	-91,7781911
23692	-91,7763539
23693	-91,77501297
23694	-91,77414155
23695	-91,77363591
23696	-91,77324303
23697	-91,77265825
23698	-91,77157177
23699	-91,76987076
23700	-91,76732247
23701	-91,76400407
23702	-91,76037855
23703	-91,7570488
23704	-91,75431821
23705	-91,75189533
23706	-91,74945412
23707	-91,74648959
23708	-91,74264345
23709	-91,73795558
23710	-91,73284064
23711	-91,72742181
23712	-91,72202986
23713	-91,71733317
23714	-91,7138095
23715	-91,71182789
23716	-91,7110357
23717	-91,71086674
23718	-91,71114922
23719	-91,71163035
23720	-91,71222974
23721	-91,71262474
23722	-91,71235098
23723	-91,71133073
23724	-91,70978608
23725	-91,7076972
23726	-91,70524036
23727	-91,70244801
23728	-91,6990605
23729	-91,69513062
23730	-91,69113112
23731	-91,68773555
23732	-91,68532513
23733	-91,68349563
23734	-91,68190661
23735	-91,68005193
23736	-91,67781188
23737	-91,67574132
23738	-91,6744816
23739	-91,67403061
23740	-91,67420027
23741	-91,67462248
23742	-91,67507807
23743	-91,67580984
23744	-91,67637493
23745	-91,6761906
23746	-91,67497347
23747	-91,67236238
23748	-91,66839532
23749	-91,66341806
23750	-91,6584094
23751	-91,65411847
23752	-91,65045088
23753	-91,64704308
23754	-91,64384735
23755	-91,64078164
23756	-91,63797583
23757	-91,63548584
23758	-91,63297702
23759	-91,63076637
23760	-91,62890344
23761	-91,62681322
23762	-91,62450502
23763	-91,62254755
23764	-91,62173001
23765	-91,62182853
23766	-91,62213026
23767	-91,62251426
23768	-91,62299313
23769	-91,62360353
23770	-91,62452092
23771	-91,62567993
23772	-91,62701062
23773	-91,6286395
23774	-91,6302239
23775	-91,63157236
23776	-91,63300092
23777	-91,63459666
23778	-91,63598613
23779	-91,63626192
23780	-91,63585661
23781	-91,63542569
23782	-91,63489969
23783	-91,63436397
23784	-91,63380495
23785	-91,63315352
23786	-91,63250781
23787	-91,63220416
23788	-91,63231668
23789	-91,63338012
23790	-91,63591522
23791	-91,63940599
23792	-91,64310029
23793	-91,64580905
23794	-91,64713579
23795	-91,64706389
23796	-91,64571862
23797	-91,64391707
23798	-91,64223313
23799	-91,64126065
23800	-91,64131041
23801	-91,64232281
23802	-91,64375091
23803	-91,64510546
23804	-91,64592486
23805	-91,64586634
23806	-91,64579313
23807	-91,64626408
23808	-91,64804104
23809	-91,65138291
23810	-91,65553702
23811	-91,66067312
23812	-91,66681608
23813	-91,67306606
23814	-91,6783199
23815	-91,68233106
23816	-91,68577989
23817	-91,6890805
23818	-91,6922522
23819	-91,69501425
23820	-91,69716236
23821	-91,69841888
23822	-91,69861136
23823	-91,69822891
23824	-91,69810195
23825	-91,69912719
23826	-91,70095562
23827	-91,70278525
23828	-91,70488365
23829	-91,70757386
23830	-91,71055472
23831	-91,71295187
23832	-91,71442687
23833	-91,71596516
23834	-91,71831344
23835	-91,72146287
23836	-91,72507521
23837	-91,72937032
23838	-91,73426558
23839	-91,73935176
23840	-91,74408058
23841	-91,74802663
23842	-91,75126133
23843	-91,75444057
23844	-91,7582482
23845	-91,76250404
23846	-91,76713337
23847	-91,77206128
23848	-91,77619724
23849	-91,77900203
23850	-91,78060099
23851	-91,78127564
23852	-91,78101225
23853	-91,78008967
23854	-91,77910631
23855	-91,77834321
23856	-91,77811164
23857	-91,77849999
23858	-91,77887412
23859	-91,77860463
23860	-91,77813313
23861	-91,77761857
23862	-91,77676445
23863	-91,77572511
23864	-91,77449996
23865	-91,77304263
23866	-91,77169986
23867	-91,77101829
23868	-91,77115489
23869	-91,77188082
23870	-91,77331731
23871	-91,77532154
23872	-91,77737895
23873	-91,77893851
23874	-91,77981016
23875	-91,7799695
23876	-91,77990093
23877	-91,78002444
23878	-91,78023079
23879	-91,78051764
23880	-91,78092638
23881	-91,78094371
23882	-91,78022671
23883	-91,77879953
23884	-91,7769887
23885	-91,77494924
23886	-91,77248839
23887	-91,76991724
23888	-91,76788606
23889	-91,76675366
23890	-91,76657641
23891	-91,76641613
23892	-91,7658103
23893	-91,76496117
23894	-91,7641316
23895	-91,76356562
23896	-91,76372087
23897	-91,76461916
23898	-91,76577666
23899	-91,76642102
23900	-91,76612665
23901	-91,76531147
23902	-91,76459966
23903	-91,76379391
23904	-91,76246903
23905	-91,76032889
23906	-91,75785516
23907	-91,75585863
23908	-91,75462607
23909	-91,75442821
23910	-91,75565553
23911	-91,75782667
23912	-91,76014031
23913	-91,76229767
23914	-91,76420467
23915	-91,76543518
23916	-91,76585751
23917	-91,76543392
23918	-91,76443161
23919	-91,76347741
23920	-91,76303641
23921	-91,76350616
23922	-91,76448748
23923	-91,7656285
23924	-91,76631691
23925	-91,76598838
23926	-91,76489384
23927	-91,7631425
23928	-91,76086205
23929	-91,75825158
23930	-91,75564819
23931	-91,75315254
23932	-91,75064412
23933	-91,74806845
23934	-91,74515141
23935	-91,74172367
23936	-91,73774879
23937	-91,7336905
23938	-91,72977962
23939	-91,72619219
23940	-91,72285541
23941	-91,71953973
23942	-91,71653885
23943	-91,71382392
23944	-91,71107676
23945	-91,70822994
23946	-91,70534969
23947	-91,70237172
23948	-91,69934214
23949	-91,69619111
23950	-91,69313964
23951	-91,69048812
23952	-91,68829768
23953	-91,68660741
23954	-91,6850327
23955	-91,68316615
23956	-91,68089681
23957	-91,6779601
23958	-91,67469683
23959	-91,6721127
23960	-91,6707949
23961	-91,67090085
23962	-91,67224703
23963	-91,67442683
23964	-91,67731619
23965	-91,68042768
23966	-91,68318361
23967	-91,68511856
23968	-91,68570701
23969	-91,68494724
23970	-91,68346052
23971	-91,68198532
23972	-91,68141417
23973	-91,68190213
23974	-91,68253834
23975	-91,68262378
23976	-91,68195563
23977	-91,68081263
23978	-91,67956633
23979	-91,67826943
23980	-91,67697951
23981	-91,67564285
23982	-91,67418615
23983	-91,67295718
23984	-91,67250533
23985	-91,67303538
23986	-91,67397924
23987	-91,6746167
23988	-91,67450759
23989	-91,67356866
23990	-91,67214791
23991	-91,67079768
23992	-91,6697275
23993	-91,66879267
23994	-91,66818123
23995	-91,66801401
23996	-91,66827776
23997	-91,66904202
23998	-91,67006288
23999	-91,67107954
24000	-91,67176209
24001	-91,67226463
24002	-91,67291093
24003	-91,67393561
24004	-91,67530284
24005	-91,6764047
24006	-91,67668399
24007	-91,67574063
24008	-91,67360766
24009	-91,67035153
24010	-91,66659927
24011	-91,66310044
24012	-91,66032185
24013	-91,65849127
24014	-91,65751612
24015	-91,65711002
24016	-91,65704593
24017	-91,65721915
24018	-91,65761533
24019	-91,65859977
24020	-91,66067571
24021	-91,66380137
24022	-91,66781103
24023	-91,67222731
24024	-91,67654937
24025	-91,68013707
24026	-91,68253583
24027	-91,68368211
24028	-91,68440251
24029	-91,68573402
24030	-91,68808774
24031	-91,69150185
24032	-91,69589485
24033	-91,70093395
24034	-91,70637965
24035	-91,71201179
24036	-91,71750192
24037	-91,72255309
24038	-91,72700235
24039	-91,73050652
24040	-91,73326084
24041	-91,73543579
24042	-91,73731507
24043	-91,73892414
24044	-91,73968058
24045	-91,73953828
24046	-91,73855259
24047	-91,73650358
24048	-91,73346704
24049	-91,72955322
24050	-91,72506765
24051	-91,72073126
24052	-91,7170661
24053	-91,71516042
24054	-91,71605189
24055	-91,71959915
24056	-91,72512719
24057	-91,73168686
24058	-91,73831377
24059	-91,74450882
24060	-91,74994472
24061	-91,75473746
24062	-91,75962214
24063	-91,76503016
24064	-91,77101796
24065	-91,77737432
24066	-91,78353633
24067	-91,78938677
24068	-91,79433481
24069	-91,79789789
24070	-91,80014816
24071	-91,80159805
24072	-91,80316459
24073	-91,80567628
24074	-91,80940402
24075	-91,81442553
24076	-91,82022643
24077	-91,82603953
24078	-91,83142147
24079	-91,83630141
24080	-91,84072192
24081	-91,84467755
24082	-91,84810676
24083	-91,85118415
24084	-91,85401294
24085	-91,85633569
24086	-91,85808374
24087	-91,85873116
24088	-91,8575863
24089	-91,85460036
24090	-91,85032713
24091	-91,84584313
24092	-91,84189214
24093	-91,83872517
24094	-91,83625328
24095	-91,83432593
24096	-91,8328095
24097	-91,83151253
24098	-91,83028172
24099	-91,829246
24100	-91,82866449
24101	-91,82831544
24102	-91,82787208
24103	-91,82741227
24104	-91,82718749
24105	-91,82702601
24106	-91,82633946
24107	-91,82493285
24108	-91,82290664
24109	-91,82042614
24110	-91,8175263
24111	-91,81442708
24112	-91,8114913
24113	-91,8090629
24114	-91,80722015
24115	-91,80584
24116	-91,80499951
24117	-91,80502901
24118	-91,80605975
24119	-91,8077679
24120	-91,80984198
24121	-91,81219023
24122	-91,81455706
24123	-91,81667275
24124	-91,81834073
24125	-91,81968958
24126	-91,82090241
24127	-91,82192115
24128	-91,8225772
24129	-91,82279351
24130	-91,82259503
24131	-91,82207922
24132	-91,82133746
24133	-91,82017321
24134	-91,81866235
24135	-91,81697707
24136	-91,815457
24137	-91,81447065
24138	-91,81401612
24139	-91,81407618
24140	-91,81453252
24141	-91,81489262
24142	-91,81483686
24143	-91,81400707
24144	-91,81227937
24145	-91,80982746
24146	-91,80662199
24147	-91,80255674
24148	-91,79778343
24149	-91,79251279
24150	-91,78671401
24151	-91,78029046
24152	-91,77323157
24153	-91,76586221
24154	-91,75861848
24155	-91,75193843
24156	-91,74619219
24157	-91,74167625
24158	-91,73862968
24159	-91,736993
24160	-91,73658219
24161	-91,73716822
24162	-91,73846255
24163	-91,74021582
24164	-91,74216465
24165	-91,74426673
24166	-91,74652429
24167	-91,74883457
24168	-91,75116095
24169	-91,75344807
24170	-91,75547305
24171	-91,75729346
24172	-91,75888665
24173	-91,76021176
24174	-91,76131174
24175	-91,76250479
24176	-91,76406046
24177	-91,76594634
24178	-91,76801791
24179	-91,77020507
24180	-91,7724447
24181	-91,77462056
24182	-91,77661236
24183	-91,77823987
24184	-91,77941594
24185	-91,78028317
24186	-91,78095393
24187	-91,78145399
24188	-91,78173077
24189	-91,78152358
24190	-91,7802999
24191	-91,77793214
24192	-91,77486643
24193	-91,77164901
24194	-91,7685586
24195	-91,76573396
24196	-91,76328216
24197	-91,76138885
24198	-91,76020022
24199	-91,75955624
24200	-91,75882618
24201	-91,75768552
24202	-91,75611436
24203	-91,7543899
24204	-91,75290748
24205	-91,75175271
24206	-91,75114713
24207	-91,75118926
24208	-91,75169002
24209	-91,75241478
24210	-91,75332743
24211	-91,75438679
24212	-91,75556262
24213	-91,75672731
24214	-91,75794511
24215	-91,75974414
24216	-91,76188384
24217	-91,76386857
24218	-91,76558855
24219	-91,76737314
24220	-91,76963843
24221	-91,7720965
24222	-91,77434619
24223	-91,77627987
24224	-91,7780389
24225	-91,77993008
24226	-91,78202284
24227	-91,78383205
24228	-91,78499128
24229	-91,78525431
24230	-91,78447472
24231	-91,78328117
24232	-91,78232823
24233	-91,78154398
24234	-91,78037894
24235	-91,77841028
24236	-91,77575832
24237	-91,77281575
24238	-91,76993338
24239	-91,76740957
24240	-91,7648399
24241	-91,76188161
24242	-91,75872157
24243	-91,75572136
24244	-91,75310073
24245	-91,75080688
24246	-91,7486568
24247	-91,74678989
24248	-91,74561093
24249	-91,7454076
24250	-91,7462204
24251	-91,74789996
24252	-91,75008439
24253	-91,75251539
24254	-91,75493973
24255	-91,75736698
24256	-91,75981411
24257	-91,762131
24258	-91,76401863
24259	-91,76523238
24260	-91,76571543
24261	-91,76558696
24262	-91,76502907
24263	-91,76395323
24264	-91,76247106
24265	-91,76089675
24266	-91,75950375
24267	-91,75829692
24268	-91,75718904
24269	-91,75609319
24270	-91,75483798
24271	-91,7532851
24272	-91,7516221
24273	-91,75036622
24274	-91,75015156
24275	-91,7514721
24276	-91,75413924
24277	-91,75744271
24278	-91,76082182
24279	-91,76391705
24280	-91,76665112
24281	-91,76881461
24282	-91,77041921
24283	-91,77138394
24284	-91,77176179
24285	-91,77197286
24286	-91,77270252
24287	-91,77435032
24288	-91,77673131
24289	-91,77957643
24290	-91,782565
24291	-91,785395
24292	-91,78766411
24293	-91,78909587
24294	-91,78968421
24295	-91,78953161
24296	-91,78885318
24297	-91,78787948
24298	-91,78697215
24299	-91,78635859
24300	-91,78607388
24301	-91,78562894
24302	-91,78442124
24303	-91,78255203
24304	-91,78009178
24305	-91,77707809
24306	-91,77394624
24307	-91,77112794
24308	-91,76867968
24309	-91,76636805
24310	-91,7642386
24311	-91,76264705
24312	-91,7620793
24313	-91,76282322
24314	-91,7647371
24315	-91,76749561
24316	-91,77102334
24317	-91,77550639
24318	-91,78089599
24319	-91,78652501
24320	-91,79171196
24321	-91,79616556
24322	-91,80017076
24323	-91,80424613
24324	-91,8087689
24325	-91,81373149
24326	-91,81909464
24327	-91,8244718
24328	-91,829243
24329	-91,83291658
24330	-91,83517565
24331	-91,8360049
24332	-91,83578416
24333	-91,8348478
24334	-91,83404285
24335	-91,83403057
24336	-91,83467663
24337	-91,83564584
24338	-91,83696947
24339	-91,83854384
24340	-91,8400196
24341	-91,84095272
24342	-91,84091645
24343	-91,83998379
24344	-91,83867048
24345	-91,83767872
24346	-91,83740424
24347	-91,83769416
24348	-91,8378019
24349	-91,83691865
24350	-91,83488895
24351	-91,83196596
24352	-91,82834885
24353	-91,82425849
24354	-91,82014703
24355	-91,81636013
24356	-91,81277872
24357	-91,80927815
24358	-91,80560032
24359	-91,80139757
24360	-91,79646574
24361	-91,79080981
24362	-91,78443364
24363	-91,77800594
24364	-91,772021
24365	-91,76636885
24366	-91,76099756
24367	-91,75592238
24368	-91,75105989
24369	-91,74612477
24370	-91,74093153
24371	-91,73573731
24372	-91,73113765
24373	-91,72751672
24374	-91,72456333
24375	-91,72191167
24376	-91,71953562
24377	-91,71743611
24378	-91,71527823
24379	-91,71303317
24380	-91,71096595
24381	-91,70928644
24382	-91,70831164
24383	-91,70784533
24384	-91,70761253
24385	-91,70762733
24386	-91,70774254
24387	-91,70760064
24388	-91,70712048
24389	-91,70673723
24390	-91,70656358
24391	-91,70639757
24392	-91,70626797
24393	-91,70625751
24394	-91,70654218
24395	-91,70745777
24396	-91,70900482
24397	-91,7108546
24398	-91,71302343
24399	-91,71537934
24400	-91,71742538
24401	-91,71900521
24402	-91,72017202
24403	-91,72102888
24404	-91,72190595
24405	-91,72329562
24406	-91,72560038
24407	-91,72896806
24408	-91,73305841
24409	-91,73728209
24410	-91,74073383
24411	-91,74257381
24412	-91,74222898
24413	-91,73998971
24414	-91,73671137
24415	-91,73331189
24416	-91,730137
24417	-91,72733499
24418	-91,72502216
24419	-91,72306349
24420	-91,72124687
24421	-91,71923424
24422	-91,71665273
24423	-91,71356447
24424	-91,7103322
24425	-91,7075222
24426	-91,70577764
24427	-91,70557531
24428	-91,70640647
24429	-91,70754975
24430	-91,7083654
24431	-91,7087004
24432	-91,70873756
24433	-91,70869964
24434	-91,70872524
24435	-91,70899188
24436	-91,70927833
24437	-91,70938046
24438	-91,70947668
24439	-91,70963257
24440	-91,70993131
24441	-91,71034217
24442	-91,71079586
24443	-91,71132587
24444	-91,71255818
24445	-91,71522613
24446	-91,71937355
24447	-91,72442177
24448	-91,72960429
24449	-91,73446705
24450	-91,73865425
24451	-91,74214656
24452	-91,74507351
24453	-91,74737353
24454	-91,74895942
24455	-91,74962971
24456	-91,74944299
24457	-91,74881725
24458	-91,74842333
24459	-91,7480193
24460	-91,74697179
24461	-91,7452679
24462	-91,74324561
24463	-91,74125383
24464	-91,73950898
24465	-91,73811018
24466	-91,73740936
24467	-91,73723536
24468	-91,73734821
24469	-91,73778415
24470	-91,73877176
24471	-91,74069413
24472	-91,7434978
24473	-91,74669144
24474	-91,74979249
24475	-91,75245709
24476	-91,75427993
24477	-91,75503785
24478	-91,75455056
24479	-91,75277757
24480	-91,74971747
24481	-91,74540263
24482	-91,74043235
24483	-91,7352809
24484	-91,730003
24485	-91,72429915
24486	-91,71768014
24487	-91,70979776
24488	-91,70055316
24489	-91,69047368
24490	-91,6802761
24491	-91,67061428
24492	-91,66167597
24493	-91,65364065
24494	-91,64705969
24495	-91,64208579
24496	-91,63824232
24497	-91,63482607
24498	-91,63120064
24499	-91,6274622
24500	-91,62419981
24501	-91,62195507
24502	-91,62105827
24503	-91,62174929
24504	-91,6235389
24505	-91,62565907
24506	-91,62767018
24507	-91,6295545
24508	-91,63131276
24509	-91,63233828
24510	-91,63237938
24511	-91,63184823
24512	-91,63151478
24513	-91,63213932
24514	-91,63370095
24515	-91,6357519
24516	-91,63808604
24517	-91,64072778
24518	-91,64306129
24519	-91,64494959
24520	-91,64676008
24521	-91,64841241
24522	-91,64962534
24523	-91,65036846
24524	-91,65087617
24525	-91,65145441
24526	-91,65200425
24527	-91,65198633
24528	-91,65100451
24529	-91,6489789
24530	-91,64577223
24531	-91,64086848
24532	-91,63412177
24533	-91,62619438
24534	-91,61792192
24535	-91,61015532
24536	-91,60344663
24537	-91,59817421
24538	-91,59413239
24539	-91,59084521
24540	-91,58769569
24541	-91,5840818
24542	-91,57977438
24543	-91,57513211
24544	-91,57035457
24545	-91,56570361
24546	-91,56169761
24547	-91,55859243
24548	-91,55643075
24549	-91,55471132
24550	-91,55262056
24551	-91,54982061
24552	-91,54637641
24553	-91,54271544
24554	-91,53894499
24555	-91,53507688
24556	-91,531357
24557	-91,52797381
24558	-91,52485391
24559	-91,52238544
24560	-91,52091018
24561	-91,52038087
24562	-91,52059249
24563	-91,52151882
24564	-91,52309594
24565	-91,52511404
24566	-91,52717224
24567	-91,52892105
24568	-91,53015888
24569	-91,53101741
24570	-91,53179303
24571	-91,53287802
24572	-91,53440688
24573	-91,53586294
24574	-91,5366544
24575	-91,53652007
24576	-91,53548353
24577	-91,53366516
24578	-91,53144953
24579	-91,52927757
24580	-91,52751659
24581	-91,52653116
24582	-91,52645532
24583	-91,52731729
24584	-91,52906934
24585	-91,53183798
24586	-91,5355121
24587	-91,53961959
24588	-91,54387415
24589	-91,54771704
24590	-91,55085814
24591	-91,5536656
24592	-91,55650582
24593	-91,55936904
24594	-91,56246132
24595	-91,56612475
24596	-91,57054879
24597	-91,57593425
24598	-91,58237328
24599	-91,58955648
24600	-91,59714288
24601	-91,60489271
24602	-91,61303636
24603	-91,6218472
24604	-91,63135457
24605	-91,64151805
24606	-91,65191368
24607	-91,66201441
24608	-91,67142248
24609	-91,67983136
24610	-91,68682641
24611	-91,69201957
24612	-91,69509288
24613	-91,69597272
24614	-91,69519863
24615	-91,69316962
24616	-91,69015167
24617	-91,68650476
24618	-91,68279116
24619	-91,67957068
24620	-91,67694684
24621	-91,6748323
24622	-91,67315765
24623	-91,67166242
24624	-91,67009325
24625	-91,66856032
24626	-91,66736921
24627	-91,66671962
24628	-91,66674469
24629	-91,66743418
24630	-91,66849312
24631	-91,66951473
24632	-91,66989701
24633	-91,66930771
24634	-91,66800971
24635	-91,66658676
24636	-91,66559809
24637	-91,66526669
24638	-91,66546671
24639	-91,66596023
24640	-91,66629854
24641	-91,66650925
24642	-91,6667017
24643	-91,66660819
24644	-91,66575274
24645	-91,66395418
24646	-91,66156404
24647	-91,65945434
24648	-91,65818487
24649	-91,65772811
24650	-91,65754455
24651	-91,65691545
24652	-91,6553482
24653	-91,65298721
24654	-91,64998878
24655	-91,64660023
24656	-91,64300676
24657	-91,63945793
24658	-91,63624175
24659	-91,6337513
24660	-91,63215436
24661	-91,6313569
24662	-91,63068966
24663	-91,62957715
24664	-91,62796047
24665	-91,62606396
24666	-91,62429447
24667	-91,62305701
24668	-91,62235481
24669	-91,62235544
24670	-91,6232905
24671	-91,62465486
24672	-91,62578389
24673	-91,62622072
24674	-91,62565373
24675	-91,6240835
24676	-91,62186119
24677	-91,61982602
24678	-91,6184893
24679	-91,61791324
24680	-91,61759384
24681	-91,61715086
24682	-91,61651784
24683	-91,61570117
24684	-91,61447596
24685	-91,61268933
24686	-91,61054377
24687	-91,60833529
24688	-91,60652985
24689	-91,60548231
24690	-91,60526001
24691	-91,60583335
24692	-91,60678646
24693	-91,60782492
24694	-91,60876922
24695	-91,60968316
24696	-91,61034773
24697	-91,61046615
24698	-91,60991646
24699	-91,60894453
24700	-91,60779945
24701	-91,60681994
24702	-91,60643109
24703	-91,60654757
24704	-91,60730975
24705	-91,60926303
24706	-91,61228759
24707	-91,61599198
24708	-91,62000324
24709	-91,62391177
24710	-91,62751216
24711	-91,63108498
24712	-91,63489043
24713	-91,63891574
24714	-91,64298593
24715	-91,64693157
24716	-91,65046426
24717	-91,65323555
24718	-91,65538902
24719	-91,65688361
24720	-91,65746737
24721	-91,65714708
24722	-91,65619114
24723	-91,65507172
24724	-91,65406122
24725	-91,65325696
24726	-91,65234305
24727	-91,65118206
24728	-91,64988933
24729	-91,64834017
24730	-91,64667052
24731	-91,64519924
24732	-91,64405252
24733	-91,64309409
24734	-91,64218532
24735	-91,64122397
24736	-91,64037113
24737	-91,63989286
24738	-91,63948478
24739	-91,63890156
24740	-91,63808919
24741	-91,63720527
24742	-91,63620731
24743	-91,6349441
24744	-91,63371267
24745	-91,63263384
24746	-91,63170002
24747	-91,63093828
24748	-91,63038143
24749	-91,63001867
24750	-91,62962694
24751	-91,62870688
24752	-91,62694109
24753	-91,62437765
24754	-91,62117284
24755	-91,61782693
24756	-91,61496337
24757	-91,61317012
24758	-91,6127339
24759	-91,61329581
24760	-91,61420785
24761	-91,61524087
24762	-91,61628906
24763	-91,61725027
24764	-91,61792379
24765	-91,61819035
24766	-91,61827059
24767	-91,61825988
24768	-91,6181262
24769	-91,61767021
24770	-91,61682269
24771	-91,6155811
24772	-91,61384585
24773	-91,61173332
24774	-91,60944115
24775	-91,60731994
24776	-91,60551189
24777	-91,60378828
24778	-91,60210329
24779	-91,60069469
24780	-91,59982621
24781	-91,59972499
24782	-91,60056922
24783	-91,60234561
24784	-91,60512653
24785	-91,6085875
24786	-91,61191128
24787	-91,61449855
24788	-91,61615147
24789	-91,61708643
24790	-91,61722735
24791	-91,6162457
24792	-91,61450321
24793	-91,61254796
24794	-91,61095117
24795	-91,60972647
24796	-91,60849651
24797	-91,60675503
24798	-91,60443225
24799	-91,60176987
24800	-91,59870857
24801	-91,59518909
24802	-91,5914172
